Name,Description,Latitude,Longitude,Auto_Opene,BldName,FID,Floor,description,name
(SAC) STUDENT ACTIVITY CENTER,name: kml_234<br>description: <br> Attributes<br>  FID  233 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (SAC) STUDENT ACTIVITY CENTER <br>FID: 233<br>Auto_Opene: 1<br>Floor: 01,30.284819,-97.735916,1,(SAC) STUDENT ACTIVITY CENTER,233,01,,kml_234
(CLA) LIBERAL ARTS BUILDING,name: kml_235<br>description: <br> Attributes<br>  FID  234 <br>  Auto_Opene  1 <br>  Floor  001 <br>  BldName  (CLA) LIBERAL ARTS BUILDING <br>FID: 234<br>Auto_Opene: 1<br>Floor: 001,30.284994,-97.734888,1,(CLA) LIBERAL ARTS BUILDING,234,001,,kml_235
(CLA) LIBERAL ARTS BUILDING,name: kml_236<br>description: <br> Attributes<br>  FID  235 <br>  Auto_Opene  0 <br>  Floor  001 <br>  BldName  (CLA) LIBERAL ARTS BUILDING <br>FID: 235<br>Auto_Opene: 0<br>Floor: 001,30.284976,-97.734912,0,(CLA) LIBERAL ARTS BUILDING,235,001,,kml_236
(CLA) LIBERAL ARTS BUILDING,name: kml_237<br>description: <br> Attributes<br>  FID  236 <br>  Auto_Opene  0 <br>  Floor  001 <br>  BldName  (CLA) LIBERAL ARTS BUILDING <br>FID: 236<br>Auto_Opene: 0<br>Floor: 001,30.284992,-97.735139,0,(CLA) LIBERAL ARTS BUILDING,236,001,,kml_237
(NMS) NEURAL AND MOLECULAR SCIENCE BLDG.,name: kml_238<br>description: <br> Attributes<br>  FID  237 <br>  Auto_Opene  1 <br>  Floor  02 <br>  BldName  (NMS) NEURAL AND MOLECULAR SCIENCE BLDG. <br>FID: 237<br>Auto_Opene: 1<br>Floor: 02,30.289342,-97.738006,1,(NMS) NEURAL AND MOLECULAR SCIENCE BLDG.,237,02,,kml_238
(NMS) NEURAL AND MOLECULAR SCIENCE BLDG.,name: kml_239<br>description: <br> Attributes<br>  FID  238 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (NMS) NEURAL AND MOLECULAR SCIENCE BLDG. <br>FID: 238<br>Auto_Opene: 1<br>Floor: 01,30.289213,-97.736997,1,(NMS) NEURAL AND MOLECULAR SCIENCE BLDG.,238,01,,kml_239
(NMS) NEURAL AND MOLECULAR SCIENCE BLDG.,name: kml_240<br>description: <br> Attributes<br>  FID  239 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (NMS) NEURAL AND MOLECULAR SCIENCE BLDG. <br>FID: 239<br>Auto_Opene: 1<br>Floor: 01,30.289057,-97.737363,1,(NMS) NEURAL AND MOLECULAR SCIENCE BLDG.,239,01,,kml_240
(LFH) LITTLEFIELD HOME,name: kml_241<br>description: <br> Attributes<br>  FID  240 <br>  Auto_Opene  0 <br>  Floor  01 <br>  BldName  (LFH) LITTLEFIELD HOME <br>FID: 240<br>Auto_Opene: 0<br>Floor: 01,30.288089,-97.740691,0,(LFH) LITTLEFIELD HOME,240,01,,kml_241
(LFH) LITTLEFIELD HOME,name: kml_242<br>description: <br> Attributes<br>  FID  241 <br>  Auto_Opene  0 <br>  Floor  01 <br>  BldName  (LFH) LITTLEFIELD HOME <br>FID: 241<br>Auto_Opene: 0<br>Floor: 01,30.288022,-97.740775,0,(LFH) LITTLEFIELD HOME,241,01,,kml_242
(HSM) WILLIAM RANDOLPH HEARST BLDG,name: kml_243<br>description: <br> Attributes<br>  FID  242 <br>  Auto_Opene  1 <br>  Floor  03 <br>  BldName  (HSM) WILLIAM RANDOLPH HEARST BLDG <br>FID: 242<br>Auto_Opene: 1<br>Floor: 03,30.288952,-97.74063,1,(HSM) WILLIAM RANDOLPH HEARST BLDG,242,03,,kml_243
(HSM) WILLIAM RANDOLPH HEARST BLDG,name: kml_244<br>description: <br> Attributes<br>  FID  243 <br>  Auto_Opene  0 <br>  Floor  03 <br>  BldName  (HSM) WILLIAM RANDOLPH HEARST BLDG <br>FID: 243<br>Auto_Opene: 0<br>Floor: 03,30.288971,-97.74089,0,(HSM) WILLIAM RANDOLPH HEARST BLDG,243,03,,kml_244
(CMB) JESSE H. JONES COMM. CTR. (BLDG. B),name: kml_245<br>description: <br> Attributes<br>  FID  244 <br>  Auto_Opene  1 <br>  Floor  04 <br>  BldName  (CMB) JESSE H. JONES COMM. CTR. (BLDG. B) <br>FID: 244<br>Auto_Opene: 1<br>Floor: 04,30.289335,-97.741001,1,(CMB) JESSE H. JONES COMM. CTR. (BLDG. B),244,04,,kml_245
(CMB) JESSE H. JONES COMM. CTR. (BLDG. B),name: kml_246<br>description: <br> Attributes<br>  FID  245 <br>  Auto_Opene  0 <br>  Floor  02 <br>  BldName  (CMB) JESSE H. JONES COMM. CTR. (BLDG. B) <br>FID: 245<br>Auto_Opene: 0<br>Floor: 02,30.289335,-97.741001,0,(CMB) JESSE H. JONES COMM. CTR. (BLDG. B),245,02,,kml_246
(CMA) JESSE H. JONES COMM. CTR. (BLDG. A),name: kml_247<br>description: <br> Attributes<br>  FID  246 <br>  Auto_Opene  1 <br>  Floor  03 <br>  BldName  (CMA) JESSE H. JONES COMM. CTR. (BLDG. A) <br>FID: 246<br>Auto_Opene: 1<br>Floor: 03,30.289252,-97.740728,1,(CMA) JESSE H. JONES COMM. CTR. (BLDG. A),246,03,,kml_247
(CMB) JESSE H. JONES COMM. CTR. (BLDG. B),name: kml_248<br>description: <br> Attributes<br>  FID  247 <br>  Auto_Opene  1 <br>  Floor  03 <br>  BldName  (CMB) JESSE H. JONES COMM. CTR. (BLDG. B) <br>FID: 247<br>Auto_Opene: 1<br>Floor: 03,30.289373,-97.740984,1,(CMB) JESSE H. JONES COMM. CTR. (BLDG. B),247,03,,kml_248
(UA9) 2609 UNIVERSITY AVENUE,name: kml_249<br>description: <br> Attributes<br>  FID  248 <br>  Auto_Opene  0 <br>  Floor  02 <br>  BldName  (UA9) 2609 UNIVERSITY AVENUE <br>FID: 248<br>Auto_Opene: 0<br>Floor: 02,30.290312,-97.738641,0,(UA9) 2609 UNIVERSITY AVENUE,248,02,,kml_249
(UA9) 2609 UNIVERSITY AVENUE,name: kml_250<br>description: <br> Attributes<br>  FID  249 <br>  Auto_Opene  1 <br>  Floor  02 <br>  BldName  (UA9) 2609 UNIVERSITY AVENUE <br>FID: 249<br>Auto_Opene: 1<br>Floor: 02,30.290252,-97.738823,1,(UA9) 2609 UNIVERSITY AVENUE,249,02,,kml_250
(GSB) GRADUATE SCHOOL OF BUSINESS BLDG.,name: kml_251<br>description: <br> Attributes<br>  FID  250 <br>  Auto_Opene  1 <br>  Floor  03 <br>  BldName  (GSB) GRADUATE SCHOOL OF BUSINESS BLDG. <br>FID: 250<br>Auto_Opene: 1<br>Floor: 03,30.284471,-97.73821,1,(GSB) GRADUATE SCHOOL OF BUSINESS BLDG.,250,03,,kml_251
(GSB) GRADUATE SCHOOL OF BUSINESS BLDG.,name: kml_252<br>description: <br> Attributes<br>  FID  251 <br>  Auto_Opene  1 <br>  Floor  03 <br>  BldName  (GSB) GRADUATE SCHOOL OF BUSINESS BLDG. <br>FID: 251<br>Auto_Opene: 1<br>Floor: 03,30.284149,-97.738535,1,(GSB) GRADUATE SCHOOL OF BUSINESS BLDG.,251,03,,kml_252
(BRB) BERNARD AND AUDRE RAPOPORT BUILDING,name: kml_253<br>description: <br> Attributes<br>  FID  252 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (BRB) BERNARD AND AUDRE RAPOPORT BUILDING <br>FID: 252<br>Auto_Opene: 1<br>Floor: 01,30.285254,-97.736997,1,(BRB) BERNARD AND AUDRE RAPOPORT BUILDING,252,01,,kml_253
(WEL) ROBERT A. WELCH HALL,name: kml_254<br>description: <br> Attributes<br>  FID  253 <br>  Auto_Opene  1 <br>  Floor  02 <br>  BldName  (WEL) ROBERT A. WELCH HALL <br>FID: 253<br>Auto_Opene: 1<br>Floor: 02,30.286517,-97.737381,1,(WEL) ROBERT A. WELCH HALL,253,02,,kml_254
(BUR) BURDINE HALL,name: kml_255<br>description: <br> Attributes<br>  FID  254 <br>  Auto_Opene  0 <br>  Floor  01 <br>  BldName  (BUR) BURDINE HALL <br>FID: 254<br>Auto_Opene: 0<br>Floor: 01,30.288642,-97.738721,0,(BUR) BURDINE HALL,254,01,,kml_255
(BUR) BURDINE HALL,name: kml_256<br>description: <br> Attributes<br>  FID  255 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (BUR) BURDINE HALL <br>FID: 255<br>Auto_Opene: 1<br>Floor: 01,30.288628,-97.738544,1,(BUR) BURDINE HALL,255,01,,kml_256
(BUR) BURDINE HALL,name: kml_257<br>description: <br> Attributes<br>  FID  256 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (BUR) BURDINE HALL <br>FID: 256<br>Auto_Opene: 1<br>Floor: 01,30.288739,-97.738333,1,(BUR) BURDINE HALL,256,01,,kml_257
(AHG) ANNA HISS GYMNASIUM,name: kml_258<br>description: <br> Attributes<br>  FID  257 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (AHG) ANNA HISS GYMNASIUM <br>FID: 257<br>Auto_Opene: 1<br>Floor: 01,30.288728,-97.737847,1,(AHG) ANNA HISS GYMNASIUM,257,01,,kml_258
(UA9) 2609 UNIVERSITY AVENUE,name: kml_259<br>description: <br> Attributes<br>  FID  258 <br>  Auto_Opene  0 <br>  Floor  02 <br>  BldName  (UA9) 2609 UNIVERSITY AVENUE <br>FID: 258<br>Auto_Opene: 0<br>Floor: 02,30.290394,-97.73877,0,(UA9) 2609 UNIVERSITY AVENUE,258,02,,kml_259
(UA9) 2609 UNIVERSITY AVENUE,name: kml_260<br>description: <br> Attributes<br>  FID  259 <br>  Auto_Opene  0 <br>  Floor  02 <br>  BldName  (UA9) 2609 UNIVERSITY AVENUE <br>FID: 259<br>Auto_Opene: 0<br>Floor: 02,30.290392,-97.738734,0,(UA9) 2609 UNIVERSITY AVENUE,259,02,,kml_260
(UA9) 2609 UNIVERSITY AVENUE,name: kml_261<br>description: <br> Attributes<br>  FID  260 <br>  Auto_Opene  0 <br>  Floor  02 <br>  BldName  (UA9) 2609 UNIVERSITY AVENUE <br>FID: 260<br>Auto_Opene: 0<br>Floor: 02,30.290386,-97.738612,0,(UA9) 2609 UNIVERSITY AVENUE,260,02,,kml_261
(UA9) 2609 UNIVERSITY AVENUE,name: kml_262<br>description: <br> Attributes<br>  FID  261 <br>  Auto_Opene  0 <br>  Floor  02 <br>  BldName  (UA9) 2609 UNIVERSITY AVENUE <br>FID: 261<br>Auto_Opene: 0<br>Floor: 02,30.290383,-97.738569,0,(UA9) 2609 UNIVERSITY AVENUE,261,02,,kml_262
(HSM) WILLIAM RANDOLPH HEARST BLDG,name: kml_263<br>description: <br> Attributes<br>  FID  262 <br>  Auto_Opene  0 <br>  Floor  01 <br>  BldName  (HSM) WILLIAM RANDOLPH HEARST BLDG <br>FID: 262<br>Auto_Opene: 0<br>Floor: 01,30.289019,-97.740869,0,(HSM) WILLIAM RANDOLPH HEARST BLDG,262,01,,kml_263
(BEL) L. THEO BELLMONT HALL,name: kml_264<br>description: <br> Attributes<br>  FID  263 <br>  Auto_Opene  0 <br>  Floor  01 <br>  BldName  (BEL) L. THEO BELLMONT HALL <br>FID: 263<br>Auto_Opene: 0<br>Floor: 01,30.284085,-97.733674,0,(BEL) L. THEO BELLMONT HALL,263,01,,kml_264
(BEL) L. THEO BELLMONT HALL,name: kml_265<br>description: <br> Attributes<br>  FID  264 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (BEL) L. THEO BELLMONT HALL <br>FID: 264<br>Auto_Opene: 1<br>Floor: 01,30.2839,-97.733652,1,(BEL) L. THEO BELLMONT HALL,264,01,,kml_265
(BEL) L. THEO BELLMONT HALL,name: kml_266<br>description: <br> Attributes<br>  FID  265 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (BEL) L. THEO BELLMONT HALL <br>FID: 265<br>Auto_Opene: 1<br>Floor: 01,30.283561,-97.733689,1,(BEL) L. THEO BELLMONT HALL,265,01,,kml_266
(BEL) L. THEO BELLMONT HALL,name: kml_267<br>description: <br> Attributes<br>  FID  266 <br>  Auto_Opene  0 <br>  Floor  01 <br>  BldName  (BEL) L. THEO BELLMONT HALL <br>FID: 266<br>Auto_Opene: 0<br>Floor: 01,30.283365,-97.733747,0,(BEL) L. THEO BELLMONT HALL,266,01,,kml_267
(MBB) MOFFETT MOLECULAR BIOLOGY BLDG.,name: kml_268<br>description: <br> Attributes<br>  FID  267 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (MBB) MOFFETT MOLECULAR BIOLOGY BLDG. <br>FID: 267<br>Auto_Opene: 1<br>Floor: 01,30.288716,-97.737112,1,(MBB) MOFFETT MOLECULAR BIOLOGY BLDG.,267,01,,kml_268
(MBB) MOFFETT MOLECULAR BIOLOGY BLDG.,name: kml_269<br>description: <br> Attributes<br>  FID  268 <br>  Auto_Opene  0 <br>  Floor  01 <br>  BldName  (MBB) MOFFETT MOLECULAR BIOLOGY BLDG. <br>FID: 268<br>Auto_Opene: 0<br>Floor: 01,30.28852,-97.737246,0,(MBB) MOFFETT MOLECULAR BIOLOGY BLDG.,268,01,,kml_269
(MBB) MOFFETT MOLECULAR BIOLOGY BLDG.,name: kml_270<br>description: <br> Attributes<br>  FID  269 <br>  Auto_Opene  0 <br>  Floor  01 <br>  BldName  (MBB) MOFFETT MOLECULAR BIOLOGY BLDG. <br>FID: 269<br>Auto_Opene: 0<br>Floor: 01,30.288447,-97.737254,0,(MBB) MOFFETT MOLECULAR BIOLOGY BLDG.,269,01,,kml_270
(MBB) MOFFETT MOLECULAR BIOLOGY BLDG.,name: kml_271<br>description: <br> Attributes<br>  FID  270 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (MBB) MOFFETT MOLECULAR BIOLOGY BLDG. <br>FID: 270<br>Auto_Opene: 1<br>Floor: 01,30.288234,-97.737161,1,(MBB) MOFFETT MOLECULAR BIOLOGY BLDG.,270,01,,kml_271
(FNT) LARRY R. FAULKNER NANO SCI AND TECH,name: kml_272<br>description: <br> Attributes<br>  FID  271 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (FNT) LARRY R. FAULKNER NANO SCI AND TECH <br>FID: 271<br>Auto_Opene: 1<br>Floor: 01,30.287846,-97.737766,1,(FNT) LARRY R. FAULKNER NANO SCI AND TECH,271,01,,kml_272
(FNT) LARRY R. FAULKNER NANO SCI AND TECH,name: kml_273<br>description: <br> Attributes<br>  FID  272 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (FNT) LARRY R. FAULKNER NANO SCI AND TECH <br>FID: 272<br>Auto_Opene: 1<br>Floor: 01,30.28788,-97.738203,1,(FNT) LARRY R. FAULKNER NANO SCI AND TECH,272,01,,kml_273
(NHB) NORMAN HACKERMAN BUILDING,name: kml_274<br>description: <br> Attributes<br>  FID  273 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (NHB) NORMAN HACKERMAN BUILDING <br>FID: 273<br>Auto_Opene: 1<br>Floor: 01,30.287734,-97.737751,1,(NHB) NORMAN HACKERMAN BUILDING,273,01,,kml_274
(NHB) NORMAN HACKERMAN BUILDING,name: kml_275<br>description: <br> Attributes<br>  FID  274 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (NHB) NORMAN HACKERMAN BUILDING <br>FID: 274<br>Auto_Opene: 1<br>Floor: 01,30.287482,-97.737254,1,(NHB) NORMAN HACKERMAN BUILDING,274,01,,kml_275
(NHB) NORMAN HACKERMAN BUILDING,name: kml_276<br>description: <br> Attributes<br>  FID  275 <br>  Auto_Opene  0 <br>  Floor  01 <br>  BldName  (NHB) NORMAN HACKERMAN BUILDING <br>FID: 275<br>Auto_Opene: 0<br>Floor: 01,30.28748,-97.737505,0,(NHB) NORMAN HACKERMAN BUILDING,275,01,,kml_276
(NHB) NORMAN HACKERMAN BUILDING,name: kml_277<br>description: <br> Attributes<br>  FID  276 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (NHB) NORMAN HACKERMAN BUILDING <br>FID: 276<br>Auto_Opene: 1<br>Floor: 01,30.287771,-97.738244,1,(NHB) NORMAN HACKERMAN BUILDING,276,01,,kml_277
(NHB) NORMAN HACKERMAN BUILDING,name: kml_278<br>description: <br> Attributes<br>  FID  277 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (NHB) NORMAN HACKERMAN BUILDING <br>FID: 277<br>Auto_Opene: 1<br>Floor: 01,30.287573,-97.738256,1,(NHB) NORMAN HACKERMAN BUILDING,277,01,,kml_278
(NHB) NORMAN HACKERMAN BUILDING,name: kml_279<br>description: <br> Attributes<br>  FID  278 <br>  Auto_Opene  0 <br>  Floor  01 <br>  BldName  (NHB) NORMAN HACKERMAN BUILDING <br>FID: 278<br>Auto_Opene: 0<br>Floor: 01,30.287564,-97.737807,0,(NHB) NORMAN HACKERMAN BUILDING,278,01,,kml_279
(NHB) NORMAN HACKERMAN BUILDING,name: kml_280<br>description: <br> Attributes<br>  FID  279 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (NHB) NORMAN HACKERMAN BUILDING <br>FID: 279<br>Auto_Opene: 1<br>Floor: 01,30.287519,-97.737811,1,(NHB) NORMAN HACKERMAN BUILDING,279,01,,kml_280
(KIN) KINSOLVING DORMITORY,name: kml_281<br>description: <br> Attributes<br>  FID  280 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (KIN) KINSOLVING DORMITORY <br>FID: 280<br>Auto_Opene: 1<br>Floor: 01,30.290397,-97.739976,1,(KIN) KINSOLVING DORMITORY,280,01,,kml_281
(KIN) KINSOLVING DORMITORY,name: kml_282<br>description: <br> Attributes<br>  FID  281 <br>  Auto_Opene  0 <br>  Floor  01 <br>  BldName  (KIN) KINSOLVING DORMITORY <br>FID: 281<br>Auto_Opene: 0<br>Floor: 01,30.290904,-97.739819,0,(KIN) KINSOLVING DORMITORY,281,01,,kml_282
(SAC) STUDENT ACTIVITY CENTER,name: kml_283<br>description: <br> Attributes<br>  FID  282 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (SAC) STUDENT ACTIVITY CENTER <br>FID: 282<br>Auto_Opene: 1<br>Floor: 01,30.285075,-97.736209,1,(SAC) STUDENT ACTIVITY CENTER,282,01,,kml_283
(CAL) CALHOUN HALL,name: kml_284<br>description: <br> Attributes<br>  FID  283 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (CAL) CALHOUN HALL <br>FID: 283<br>Auto_Opene: 1<br>Floor: 01,30.284466,-97.740314,1,(CAL) CALHOUN HALL,283,01,,kml_284
(HRC) HARRY RANSOM CENTER,name: kml_285<br>description: <br> Attributes<br>  FID  284 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (HRC) HARRY RANSOM CENTER <br>FID: 284<br>Auto_Opene: 1<br>Floor: 01,30.284323,-97.740978,1,(HRC) HARRY RANSOM CENTER,284,01,,kml_285
(UTC) UNIVERSITY TEACHING CENTER,name: kml_286<br>description: <br> Attributes<br>  FID  285 <br>  Auto_Opene  1 <br>  Floor  02 <br>  BldName  (UTC) UNIVERSITY TEACHING CENTER <br>FID: 285<br>Auto_Opene: 1<br>Floor: 02,30.283116,-97.738641,1,(UTC) UNIVERSITY TEACHING CENTER,285,02,,kml_286
(BHD) BRACKENRIDGE HALL DORM,name: kml_287<br>description: <br> Attributes<br>  FID  286 <br>  Auto_Opene  0 <br>  Floor  02 <br>  BldName  (BHD) BRACKENRIDGE HALL DORM <br>FID: 286<br>Auto_Opene: 0<br>Floor: 02,30.29015,-97.740869,0,(BHD) BRACKENRIDGE HALL DORM,286,02,,kml_287
(UNB) UNION BUILDING,name: kml_288<br>description: <br> Attributes<br>  FID  287 <br>  Auto_Opene  0 <br>  Floor  03 <br>  BldName  (UNB) UNION BUILDING <br>FID: 287<br>Auto_Opene: 0<br>Floor: 03,30.28656,-97.741002,0,(UNB) UNION BUILDING,287,03,,kml_288
(UNB) UNION BUILDING,name: kml_289<br>description: <br> Attributes<br>  FID  288 <br>  Auto_Opene  0 <br>  Floor  03 <br>  BldName  (UNB) UNION BUILDING <br>FID: 288<br>Auto_Opene: 0<br>Floor: 03,30.28645,-97.740992,0,(UNB) UNION BUILDING,288,03,,kml_289
(SRH) SID RICHARDSON HALL,name: kml_290<br>description: <br> Attributes<br>  FID  289 <br>  Auto_Opene  0 <br>  Floor  01 <br>  BldName  (SRH) SID RICHARDSON HALL <br>FID: 289<br>Auto_Opene: 0<br>Floor: 01,30.285312,-97.728847,0,(SRH) SID RICHARDSON HALL,289,01,,kml_290
(TNH) TOWNES HALL,name: kml_291<br>description: <br> Attributes<br>  FID  290 <br>  Auto_Opene  0 <br>  Floor  02 <br>  BldName  (TNH) TOWNES HALL <br>FID: 290<br>Auto_Opene: 0<br>Floor: 02,30.288793,-97.73126,0,(TNH) TOWNES HALL,290,02,,kml_291
(CCJ) CONNALLY CENTER FOR JUSTICE,name: kml_292<br>description: <br> Attributes<br>  FID  291 <br>  Auto_Opene  0 <br>  Floor  01 <br>  BldName  (CCJ) CONNALLY CENTER FOR JUSTICE <br>FID: 291<br>Auto_Opene: 0<br>Floor: 01,30.288068,-97.730273,0,(CCJ) CONNALLY CENTER FOR JUSTICE,291,01,,kml_292
(CCJ) CONNALLY CENTER FOR JUSTICE,name: kml_293<br>description: <br> Attributes<br>  FID  292 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (CCJ) CONNALLY CENTER FOR JUSTICE <br>FID: 292<br>Auto_Opene: 1<br>Floor: 01,30.288102,-97.730594,1,(CCJ) CONNALLY CENTER FOR JUSTICE,292,01,,kml_293
(MNC) MONCRIEF-NEUHAUS ATHLETIC CENTER,name: kml_294<br>description: <br> Attributes<br>  FID  293 <br>  Auto_Opene  0 <br>  Floor  01 <br>  BldName  (MNC) MONCRIEF-NEUHAUS ATHLETIC CENTER <br>FID: 293<br>Auto_Opene: 0<br>Floor: 01,30.282635,-97.732786,0,(MNC) MONCRIEF-NEUHAUS ATHLETIC CENTER,293,01,,kml_294
(MNC) MONCRIEF-NEUHAUS ATHLETIC CENTER,name: kml_295<br>description: <br> Attributes<br>  FID  294 <br>  Auto_Opene  0 <br>  Floor  01 <br>  BldName  (MNC) MONCRIEF-NEUHAUS ATHLETIC CENTER <br>FID: 294<br>Auto_Opene: 0<br>Floor: 01,30.281971,-97.732558,0,(MNC) MONCRIEF-NEUHAUS ATHLETIC CENTER,294,01,,kml_295
(STD) DARRELL K ROYAL TX MEMORIAL STADIUM,name: kml_296<br>description: Attributes<br> FID 295 <br> Auto_Opene 1 <br> Floor 01 <br> BldName (STD) DARRELL K ROYAL TX MEMORIAL STADIUM <br>FID: 295<br>Auto_Opene: 1<br>Floor: 01,30.283694,-97.731325,1,(STD) DARRELL K ROYAL TX MEMORIAL STADIUM,295,01,Attributes,kml_296
(NEZ) NORTH END ZONE BUILDING,name: kml_297<br>description: <br> Attributes<br>  FID  296 <br>  Auto_Opene  0 <br>  Floor  01 <br>  BldName  (NEZ) NORTH END ZONE BUILDING <br>FID: 296<br>Auto_Opene: 0<br>Floor: 01,30.284945,-97.732545,0,(NEZ) NORTH END ZONE BUILDING,296,01,,kml_297
(NEZ) NORTH END ZONE BUILDING,name: kml_298<br>description: <br> Attributes<br>  FID  297 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (NEZ) NORTH END ZONE BUILDING <br>FID: 297<br>Auto_Opene: 1<br>Floor: 01,30.284942,-97.732451,1,(NEZ) NORTH END ZONE BUILDING,297,01,,kml_298
(NEZ) NORTH END ZONE BUILDING,name: kml_299<br>description: <br> Attributes<br>  FID  298 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (NEZ) NORTH END ZONE BUILDING <br>FID: 298<br>Auto_Opene: 1<br>Floor: 01,30.284935,-97.732384,1,(NEZ) NORTH END ZONE BUILDING,298,01,,kml_299
(NEZ) NORTH END ZONE BUILDING,name: kml_300<br>description: <br> Attributes<br>  FID  299 <br>  Auto_Opene  0 <br>  Floor  01 <br>  BldName  (NEZ) NORTH END ZONE BUILDING <br>FID: 299<br>Auto_Opene: 0<br>Floor: 01,30.284926,-97.732288,0,(NEZ) NORTH END ZONE BUILDING,299,01,,kml_300
(LBJ) LYNDON B JOHNSON LIBRARY,name: kml_301<br>description: <br> Attributes<br>  FID  300 <br>  Auto_Opene  0 <br>  Floor  01 <br>  BldName  (LBJ) LYNDON B JOHNSON LIBRARY <br>FID: 300<br>Auto_Opene: 0<br>Floor: 01,30.285584,-97.729277,0,(LBJ) LYNDON B JOHNSON LIBRARY,300,01,,kml_301
(LBJ) LYNDON B JOHNSON LIBRARY,name: kml_302<br>description: <br> Attributes<br>  FID  301 <br>  Auto_Opene  0 <br>  Floor  03 <br>  BldName  (LBJ) LYNDON B JOHNSON LIBRARY <br>FID: 301<br>Auto_Opene: 0<br>Floor: 03,30.28574,-97.729564,0,(LBJ) LYNDON B JOHNSON LIBRARY,301,03,,kml_302
(LBJ) LYNDON B JOHNSON LIBRARY,name: kml_303<br>description: <br> Attributes<br>  FID  302 <br>  Auto_Opene  0 <br>  Floor  03 <br>  BldName  (LBJ) LYNDON B JOHNSON LIBRARY <br>FID: 302<br>Auto_Opene: 0<br>Floor: 03,30.285717,-97.729458,0,(LBJ) LYNDON B JOHNSON LIBRARY,302,03,,kml_303
(DFA) E. WILLIAM DOTY FINE ARTS BUILDING,name: kml_304<br>description: <br> Attributes<br>  FID  303 <br>  Auto_Opene  0 <br>  Floor  01 <br>  BldName  (DFA) E. WILLIAM DOTY FINE ARTS BUILDING <br>FID: 303<br>Auto_Opene: 0<br>Floor: 01,30.286089,-97.731706,0,(DFA) E. WILLIAM DOTY FINE ARTS BUILDING,303,01,,kml_304
(ART) ART BUILDING AND MUSEUM,name: kml_305<br>description: <br> Attributes<br>  FID  304 <br>  Auto_Opene  0 <br>  Floor  01 <br>  BldName  (ART) ART BUILDING AND MUSEUM <br>FID: 304<br>Auto_Opene: 0<br>Floor: 01,30.285954,-97.732801,0,(ART) ART BUILDING AND MUSEUM,304,01,,kml_305
(TNH) TOWNES HALL,name: kml_306<br>description: <br> Attributes<br>  FID  305 <br>  Auto_Opene  1 <br>  Floor  02 <br>  BldName  (TNH) TOWNES HALL <br>FID: 305<br>Auto_Opene: 1<br>Floor: 02,30.28843,-97.730093,1,(TNH) TOWNES HALL,305,02,,kml_306
(TNH) TOWNES HALL,name: kml_307<br>description: <br> Attributes<br>  FID  306 <br>  Auto_Opene  0 <br>  Floor  02 <br>  BldName  (TNH) TOWNES HALL <br>FID: 306<br>Auto_Opene: 0<br>Floor: 02,30.288575,-97.73064,0,(TNH) TOWNES HALL,306,02,,kml_307
(LTH) LABORATORY THEATER BLDG.,name: kml_308<br>description: <br> Attributes<br>  FID  307 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (LTH) LABORATORY THEATER BLDG. <br>FID: 307<br>Auto_Opene: 1<br>Floor: 01,30.28594,-97.735343,1,(LTH) LABORATORY THEATER BLDG.,307,01,,kml_308
(PAR) PARLIN HALL,name: kml_309<br>description: <br> Attributes<br>  FID  308 <br>  Auto_Opene  1 <br>  Floor  001 <br>  BldName  (PAR) PARLIN HALL <br>FID: 308<br>Auto_Opene: 1<br>Floor: 001,30.284963,-97.740328,1,(PAR) PARLIN HALL,308,001,,kml_309
