Name,Description,Latitude,Longitude,Auto_Opene,BldName,FID,Floor,description,name
(JGB) JACKSON GEOLOGICAL SCIENCES BLDG.,name: kml_77<br>description: <br> Attributes<br>  FID  76 <br>  Auto_Opene  1 <br>  Floor  02 <br>  BldName  (JGB) JACKSON GEOLOGICAL SCIENCES BLDG. <br>FID: 76<br>Auto_Opene: 1<br>Floor: 02,30.285633,-97.735825,1,(JGB) JACKSON GEOLOGICAL SCIENCES BLDG.,76,02,,kml_77
(JGB) JACKSON GEOLOGICAL SCIENCES BLDG.,name: kml_78<br>description: <br> Attributes<br>  FID  77 <br>  Auto_Opene  1 <br>  Floor  02 <br>  BldName  (JGB) JACKSON GEOLOGICAL SCIENCES BLDG. <br>FID: 77<br>Auto_Opene: 1<br>Floor: 02,30.28572,-97.735557,1,(JGB) JACKSON GEOLOGICAL SCIENCES BLDG.,77,02,,kml_78
(JGB) JACKSON GEOLOGICAL SCIENCES BLDG.,name: kml_79<br>description: <br> Attributes<br>  FID  78 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (JGB) JACKSON GEOLOGICAL SCIENCES BLDG. <br>FID: 78<br>Auto_Opene: 1<br>Floor: 01,30.285774,-97.735136,1,(JGB) JACKSON GEOLOGICAL SCIENCES BLDG.,78,01,,kml_79
(WIN) F.L. WINSHIP DRAMA BLDG.,name: kml_80<br>description: <br> Attributes<br>  FID  79 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (WIN) F.L. WINSHIP DRAMA BLDG. <br>FID: 79<br>Auto_Opene: 1<br>Floor: 01,30.285656,-97.734545,1,(WIN) F.L. WINSHIP DRAMA BLDG.,79,01,,kml_80
(PCL) PERRY-CASTANEDA LIBRARY,name: kml_81<br>description: <br> Attributes<br>  FID  80 <br>  Auto_Opene  1 <br>  Floor  02 <br>  BldName  (PCL) PERRY-CASTANEDA LIBRARY <br>FID: 80<br>Auto_Opene: 1<br>Floor: 02,30.282947,-97.737785,1,(PCL) PERRY-CASTANEDA LIBRARY,80,02,,kml_81
(PCL) PERRY-CASTANEDA LIBRARY,name: kml_82<br>description: <br> Attributes<br>  FID  81 <br>  Auto_Opene  0 <br>  Floor  02 <br>  BldName  (PCL) PERRY-CASTANEDA LIBRARY <br>FID: 81<br>Auto_Opene: 0<br>Floor: 02,30.28293,-97.737869,0,(PCL) PERRY-CASTANEDA LIBRARY,81,02,,kml_82
(PCL) PERRY-CASTANEDA LIBRARY,name: kml_83<br>description: <br> Attributes<br>  FID  82 <br>  Auto_Opene  1 <br>  Floor  02 <br>  BldName  (PCL) PERRY-CASTANEDA LIBRARY <br>FID: 82<br>Auto_Opene: 1<br>Floor: 02,30.282984,-97.737967,1,(PCL) PERRY-CASTANEDA LIBRARY,82,02,,kml_83
(UTC) UNIVERSITY TEACHING CENTER,name: kml_84<br>description: <br> Attributes<br>  FID  83 <br>  Auto_Opene  0 <br>  Floor  02 <br>  BldName  (UTC) UNIVERSITY TEACHING CENTER <br>FID: 83<br>Auto_Opene: 0<br>Floor: 02,30.283414,-97.738754,0,(UTC) UNIVERSITY TEACHING CENTER,83,02,,kml_84
(UTC) UNIVERSITY TEACHING CENTER,name: kml_85<br>description: <br> Attributes<br>  FID  84 <br>  Auto_Opene  0 <br>  Floor  02 <br>  BldName  (UTC) UNIVERSITY TEACHING CENTER <br>FID: 84<br>Auto_Opene: 0<br>Floor: 02,30.282828,-97.738796,0,(UTC) UNIVERSITY TEACHING CENTER,84,02,,kml_85
(UTC) UNIVERSITY TEACHING CENTER,name: kml_86<br>description: <br> Attributes<br>  FID  85 <br>  Auto_Opene  0 <br>  Floor  02 <br>  BldName  (UTC) UNIVERSITY TEACHING CENTER <br>FID: 85<br>Auto_Opene: 0<br>Floor: 02,30.282842,-97.738975,0,(UTC) UNIVERSITY TEACHING CENTER,85,02,,kml_86
(BMA) JACK S. BLANTON MUSEUM OF ART,name: kml_87<br>description: <br> Attributes<br>  FID  86 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (BMA) JACK S. BLANTON MUSEUM OF ART <br>FID: 86<br>Auto_Opene: 1<br>Floor: 01,30.280983,-97.737707,1,(BMA) JACK S. BLANTON MUSEUM OF ART,86,01,,kml_87
(SRH) SID RICHARDSON HALL,name: kml_88<br>description: <br> Attributes<br>  FID  87 <br>  Auto_Opene  0 <br>  Floor  01 <br>  BldName  (SRH) SID RICHARDSON HALL <br>FID: 87<br>Auto_Opene: 0<br>Floor: 01,30.284225,-97.729226,0,(SRH) SID RICHARDSON HALL,87,01,,kml_88
(BMC) BELO CENTER FOR NEW MEDIA,name: kml_89<br>description: <br> Attributes<br>  FID  88 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (BMC) BELO CENTER FOR NEW MEDIA <br>FID: 88<br>Auto_Opene: 1<br>Floor: 01,30.290124,-97.7405,1,(BMC) BELO CENTER FOR NEW MEDIA,88,01,,kml_89
(SRH) SID RICHARDSON HALL,name: kml_90<br>description: <br> Attributes<br>  FID  89 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (SRH) SID RICHARDSON HALL <br>FID: 89<br>Auto_Opene: 1<br>Floor: 01,30.285467,-97.728671,1,(SRH) SID RICHARDSON HALL,89,01,,kml_90
(BMC) BELO CENTER FOR NEW MEDIA,name: kml_91<br>description: <br> Attributes<br>  FID  90 <br>  Auto_Opene  0 <br>  Floor  01 <br>  BldName  (BMC) BELO CENTER FOR NEW MEDIA <br>FID: 90<br>Auto_Opene: 0<br>Floor: 01,30.290147,-97.740905,0,(BMC) BELO CENTER FOR NEW MEDIA,90,01,,kml_91
(SRH) SID RICHARDSON HALL,name: kml_92<br>description: <br> Attributes<br>  FID  91 <br>  Auto_Opene  0 <br>  Floor  01 <br>  BldName  (SRH) SID RICHARDSON HALL <br>FID: 91<br>Auto_Opene: 0<br>Floor: 01,30.285605,-97.728579,0,(SRH) SID RICHARDSON HALL,91,01,,kml_92
(BMC) BELO CENTER FOR NEW MEDIA,name: kml_93<br>description: <br> Attributes<br>  FID  92 <br>  Auto_Opene  0 <br>  Floor  01 <br>  BldName  (BMC) BELO CENTER FOR NEW MEDIA <br>FID: 92<br>Auto_Opene: 0<br>Floor: 01,30.290145,-97.740785,0,(BMC) BELO CENTER FOR NEW MEDIA,92,01,,kml_93
(SRH) SID RICHARDSON HALL,name: kml_94<br>description: <br> Attributes<br>  FID  93 <br>  Auto_Opene  0 <br>  Floor  01 <br>  BldName  (SRH) SID RICHARDSON HALL <br>FID: 93<br>Auto_Opene: 0<br>Floor: 01,30.286196,-97.728486,0,(SRH) SID RICHARDSON HALL,93,01,,kml_94
(SRH) SID RICHARDSON HALL,name: kml_95<br>description: <br> Attributes<br>  FID  94 <br>  Auto_Opene  0 <br>  Floor  01 <br>  BldName  (SRH) SID RICHARDSON HALL <br>FID: 94<br>Auto_Opene: 0<br>Floor: 01,30.285891,-97.728725,0,(SRH) SID RICHARDSON HALL,94,01,,kml_95
(SRH) SID RICHARDSON HALL,name: kml_96<br>description: <br> Attributes<br>  FID  95 <br>  Auto_Opene  0 <br>  Floor  01 <br>  BldName  (SRH) SID RICHARDSON HALL <br>FID: 95<br>Auto_Opene: 0<br>Floor: 01,30.285654,-97.728799,0,(SRH) SID RICHARDSON HALL,95,01,,kml_96
(SSB) STUDENT SERVICES BUILDING,name: kml_97<br>description: <br> Attributes<br>  FID  96 <br>  Auto_Opene  1 <br>  Floor  001 <br>  BldName  (SSB) STUDENT SERVICES BUILDING <br>FID: 96<br>Auto_Opene: 1<br>Floor: 001,30.290419,-97.738265,1,(SSB) STUDENT SERVICES BUILDING,96,001,,kml_97
(SSB) STUDENT SERVICES BUILDING,name: kml_98<br>description: <br> Attributes<br>  FID  97 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (SSB) STUDENT SERVICES BUILDING <br>FID: 97<br>Auto_Opene: 1<br>Floor: 01,30.290068,-97.738454,1,(SSB) STUDENT SERVICES BUILDING,97,01,,kml_98
(TCC) JOE C THOMPSON CONFERENCE CENTER,name: kml_99<br>description: <br> Attributes<br>  FID  98 <br>  Auto_Opene  0 <br>  Floor  01 <br>  BldName  (TCC) JOE C THOMPSON CONFERENCE CENTER <br>FID: 98<br>Auto_Opene: 0<br>Floor: 01,30.286978,-97.729161,0,(TCC) JOE C THOMPSON CONFERENCE CENTER,98,01,,kml_99
(SSB) STUDENT SERVICES BUILDING,name: kml_100<br>description: <br> Attributes<br>  FID  99 <br>  Auto_Opene  1 <br>  Floor  001 <br>  BldName  (SSB) STUDENT SERVICES BUILDING <br>FID: 99<br>Auto_Opene: 1<br>Floor: 001,30.290406,-97.738144,1,(SSB) STUDENT SERVICES BUILDING,99,001,,kml_100
(TCC) JOE C THOMPSON CONFERENCE CENTER,name: kml_101<br>description: <br> Attributes<br>  FID  100 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (TCC) JOE C THOMPSON CONFERENCE CENTER <br>FID: 100<br>Auto_Opene: 1<br>Floor: 01,30.286952,-97.729049,1,(TCC) JOE C THOMPSON CONFERENCE CENTER,100,01,,kml_101
(TCC) JOE C THOMPSON CONFERENCE CENTER,name: kml_102<br>description: <br> Attributes<br>  FID  101 <br>  Auto_Opene  0 <br>  Floor  001 <br>  BldName  (TCC) JOE C THOMPSON CONFERENCE CENTER <br>FID: 101<br>Auto_Opene: 0<br>Floor: 001,30.287029,-97.729379,0,(TCC) JOE C THOMPSON CONFERENCE CENTER,101,001,,kml_102
(SSB) STUDENT SERVICES BUILDING,name: kml_103<br>description: <br> Attributes<br>  FID  102 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (SSB) STUDENT SERVICES BUILDING <br>FID: 102<br>Auto_Opene: 1<br>Floor: 01,30.289896,-97.738135,1,(SSB) STUDENT SERVICES BUILDING,102,01,,kml_103
(SSB) STUDENT SERVICES BUILDING,name: kml_104<br>description: <br> Attributes<br>  FID  103 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (SSB) STUDENT SERVICES BUILDING <br>FID: 103<br>Auto_Opene: 1<br>Floor: 01,30.289818,-97.738476,1,(SSB) STUDENT SERVICES BUILDING,103,01,,kml_104
(TCC) JOE C THOMPSON CONFERENCE CENTER,name: kml_105<br>description: <br> Attributes<br>  FID  104 <br>  Auto_Opene  0 <br>  Floor  001 <br>  BldName  (TCC) JOE C THOMPSON CONFERENCE CENTER <br>FID: 104<br>Auto_Opene: 0<br>Floor: 001,30.287253,-97.72931,0,(TCC) JOE C THOMPSON CONFERENCE CENTER,104,001,,kml_105
(TCC) JOE C THOMPSON CONFERENCE CENTER,name: kml_106<br>description: <br> Attributes<br>  FID  105 <br>  Auto_Opene  1 <br>  Floor  001 <br>  BldName  (TCC) JOE C THOMPSON CONFERENCE CENTER <br>FID: 105<br>Auto_Opene: 1<br>Floor: 001,30.287239,-97.729255,1,(TCC) JOE C THOMPSON CONFERENCE CENTER,105,001,,kml_106
(TCC) JOE C THOMPSON CONFERENCE CENTER,name: kml_107<br>description: <br> Attributes<br>  FID  106 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (TCC) JOE C THOMPSON CONFERENCE CENTER <br>FID: 106<br>Auto_Opene: 1<br>Floor: 01,30.28709,-97.729127,1,(TCC) JOE C THOMPSON CONFERENCE CENTER,106,01,,kml_107
(NOA) NORTH OFFICE BUILDING A,name: kml_108<br>description: <br> Attributes<br>  FID  107 <br>  Auto_Opene  0 <br>  Floor  01 <br>  BldName  (NOA) NORTH OFFICE BUILDING A <br>FID: 107<br>Auto_Opene: 0<br>Floor: 01,30.291073,-97.737586,0,(NOA) NORTH OFFICE BUILDING A,107,01,,kml_108
(NOA) NORTH OFFICE BUILDING A,name: kml_109<br>description: <br> Attributes<br>  FID  108 <br>  Auto_Opene  0 <br>  Floor  01 <br>  BldName  (NOA) NORTH OFFICE BUILDING A <br>FID: 108<br>Auto_Opene: 0<br>Floor: 01,30.290927,-97.73761,0,(NOA) NORTH OFFICE BUILDING A,108,01,,kml_109
(NOA) NORTH OFFICE BUILDING A,name: kml_110<br>description: <br> Attributes<br>  FID  109 <br>  Auto_Opene  0 <br>  Floor  01 <br>  BldName  (NOA) NORTH OFFICE BUILDING A <br>FID: 109<br>Auto_Opene: 0<br>Floor: 01,30.291068,-97.737528,0,(NOA) NORTH OFFICE BUILDING A,109,01,,kml_110
(NOA) NORTH OFFICE BUILDING A,name: kml_111<br>description: <br> Attributes<br>  FID  110 <br>  Auto_Opene  0 <br>  Floor  01 <br>  BldName  (NOA) NORTH OFFICE BUILDING A <br>FID: 110<br>Auto_Opene: 0<br>Floor: 01,30.290926,-97.737593,0,(NOA) NORTH OFFICE BUILDING A,110,01,,kml_111
(NOA) NORTH OFFICE BUILDING A,name: kml_112<br>description: <br> Attributes<br>  FID  111 <br>  Auto_Opene  0 <br>  Floor  01 <br>  BldName  (NOA) NORTH OFFICE BUILDING A <br>FID: 111<br>Auto_Opene: 0<br>Floor: 01,30.290935,-97.737424,0,(NOA) NORTH OFFICE BUILDING A,111,01,,kml_112
(NOA) NORTH OFFICE BUILDING A,name: kml_113<br>description: <br> Attributes<br>  FID  112 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (NOA) NORTH OFFICE BUILDING A <br>FID: 112<br>Auto_Opene: 1<br>Floor: 01,30.291191,-97.737508,1,(NOA) NORTH OFFICE BUILDING A,112,01,,kml_113
(SEA) SARAH M. AND CHARLES E. SEAY BUILDING,name: kml_114<br>description: <br> Attributes<br>  FID  113 <br>  Auto_Opene  0 <br>  Floor  02 <br>  BldName  (SEA) SARAH M. AND CHARLES E. SEAY BUILDING <br>FID: 113<br>Auto_Opene: 0<br>Floor: 02,30.290158,-97.737659,0,(SEA) SARAH M. AND CHARLES E. SEAY BUILDING,113,02,,kml_114
(SEA) SARAH M. AND CHARLES E. SEAY BUILDING,name: kml_115<br>description: <br> Attributes<br>  FID  114 <br>  Auto_Opene  0 <br>  Floor  01 <br>  BldName  (SEA) SARAH M. AND CHARLES E. SEAY BUILDING <br>FID: 114<br>Auto_Opene: 0<br>Floor: 01,30.290239,-97.737215,0,(SEA) SARAH M. AND CHARLES E. SEAY BUILDING,114,01,,kml_115
(TSC) LEE AND JOE JAMAIL TEXAS SWIMMING CTR,name: kml_116<br>description: Attributes<br> FID 115 <br> Auto_Opene 1 <br> Floor 01 <br> BldName (TSC) LEE AND JOE JAMAIL TEXAS SWIMMING CTR <br>FID: 115<br>Auto_Opene: 1<br>Floor: 01,30.280175,-97.733587,1,(TSC) LEE AND JOE JAMAIL TEXAS SWIMMING CTR,115,01,Attributes,kml_116
(SEA) SARAH M. AND CHARLES E. SEAY BUILDING,name: kml_117<br>description: <br> Attributes<br>  FID  116 <br>  Auto_Opene  0 <br>  Floor  02 <br>  BldName  (SEA) SARAH M. AND CHARLES E. SEAY BUILDING <br>FID: 116<br>Auto_Opene: 0<br>Floor: 02,30.290092,-97.737773,0,(SEA) SARAH M. AND CHARLES E. SEAY BUILDING,116,02,,kml_117
(SEA) SARAH M. AND CHARLES E. SEAY BUILDING,name: kml_118<br>description: <br> Attributes<br>  FID  117 <br>  Auto_Opene  0 <br>  Floor  02 <br>  BldName  (SEA) SARAH M. AND CHARLES E. SEAY BUILDING <br>FID: 117<br>Auto_Opene: 0<br>Floor: 02,30.289786,-97.737788,0,(SEA) SARAH M. AND CHARLES E. SEAY BUILDING,117,02,,kml_118
(TSC) LEE AND JOE JAMAIL TEXAS SWIMMING CTR,name: kml_119<br>description: <br> Attributes<br>  FID  118 <br>  Auto_Opene  1 <br>  Floor  03 <br>  BldName  (TSC) LEE AND JOE JAMAIL TEXAS SWIMMING CTR <br>FID: 118<br>Auto_Opene: 1<br>Floor: 03,30.279768,-97.733103,1,(TSC) LEE AND JOE JAMAIL TEXAS SWIMMING CTR,118,03,,kml_119
(SEA) SARAH M. AND CHARLES E. SEAY BUILDING,name: kml_120<br>description: <br> Attributes<br>  FID  119 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (SEA) SARAH M. AND CHARLES E. SEAY BUILDING <br>FID: 119<br>Auto_Opene: 1<br>Floor: 01,30.290311,-97.736904,1,(SEA) SARAH M. AND CHARLES E. SEAY BUILDING,119,01,,kml_120
(TSC) LEE AND JOE JAMAIL TEXAS SWIMMING CTR,name: kml_121<br>description: <br> Attributes<br>  FID  120 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (TSC) LEE AND JOE JAMAIL TEXAS SWIMMING CTR <br>FID: 120<br>Auto_Opene: 1<br>Floor: 01,30.279706,-97.73315,1,(TSC) LEE AND JOE JAMAIL TEXAS SWIMMING CTR,120,01,,kml_121
(SEA) SARAH M. AND CHARLES E. SEAY BUILDING,name: kml_122<br>description: <br> Attributes<br>  FID  121 <br>  Auto_Opene  0 <br>  Floor  02 <br>  BldName  (SEA) SARAH M. AND CHARLES E. SEAY BUILDING <br>FID: 121<br>Auto_Opene: 0<br>Floor: 02,30.289766,-97.73777,0,(SEA) SARAH M. AND CHARLES E. SEAY BUILDING,121,02,,kml_122
(SEA) SARAH M. AND CHARLES E. SEAY BUILDING,name: kml_123<br>description: <br> Attributes<br>  FID  122 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (SEA) SARAH M. AND CHARLES E. SEAY BUILDING <br>FID: 122<br>Auto_Opene: 1<br>Floor: 01,30.290036,-97.736914,1,(SEA) SARAH M. AND CHARLES E. SEAY BUILDING,122,01,,kml_123
(SEA) SARAH M. AND CHARLES E. SEAY BUILDING,name: kml_124<br>description: <br> Attributes<br>  FID  123 <br>  Auto_Opene  0 <br>  Floor  01 <br>  BldName  (SEA) SARAH M. AND CHARLES E. SEAY BUILDING <br>FID: 123<br>Auto_Opene: 0<br>Floor: 01,30.289762,-97.736952,0,(SEA) SARAH M. AND CHARLES E. SEAY BUILDING,123,01,,kml_124
(SEA) SARAH M. AND CHARLES E. SEAY BUILDING,name: kml_125<br>description: <br> Attributes<br>  FID  124 <br>  Auto_Opene  0 <br>  Floor  01 <br>  BldName  (SEA) SARAH M. AND CHARLES E. SEAY BUILDING <br>FID: 124<br>Auto_Opene: 0<br>Floor: 01,30.289728,-97.736955,0,(SEA) SARAH M. AND CHARLES E. SEAY BUILDING,124,01,,kml_125
(SEA) SARAH M. AND CHARLES E. SEAY BUILDING,name: kml_126<br>description: <br> Attributes<br>  FID  125 <br>  Auto_Opene  1 <br>  Floor  02 <br>  BldName  (SEA) SARAH M. AND CHARLES E. SEAY BUILDING <br>FID: 125<br>Auto_Opene: 1<br>Floor: 02,30.289764,-97.73773,1,(SEA) SARAH M. AND CHARLES E. SEAY BUILDING,125,02,,kml_126
(SEA) SARAH M. AND CHARLES E. SEAY BUILDING,name: kml_127<br>description: <br> Attributes<br>  FID  126 <br>  Auto_Opene  0 <br>  Floor  01 <br>  BldName  (SEA) SARAH M. AND CHARLES E. SEAY BUILDING <br>FID: 126<br>Auto_Opene: 0<br>Floor: 01,30.28971,-97.73698,0,(SEA) SARAH M. AND CHARLES E. SEAY BUILDING,126,01,,kml_127
(SEA) SARAH M. AND CHARLES E. SEAY BUILDING,name: kml_128<br>description: <br> Attributes<br>  FID  127 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (SEA) SARAH M. AND CHARLES E. SEAY BUILDING <br>FID: 127<br>Auto_Opene: 1<br>Floor: 01,30.289712,-97.737019,1,(SEA) SARAH M. AND CHARLES E. SEAY BUILDING,127,01,,kml_128
(E15),name: kml_129<br>description: <br> Attributes<br>  FID  128 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (E15) <br>FID: 128<br>Auto_Opene: 1<br>Floor: 01,30.280497,-97.732952,1,(E15),128,01,,kml_129
(E15),name: kml_130<br>description: <br> Attributes<br>  FID  129 <br>  Auto_Opene  0 <br>  Floor  01 <br>  BldName  (E15) <br>FID: 129<br>Auto_Opene: 0<br>Floor: 01,30.280884,-97.732809,0,(E15),129,01,,kml_130
(ARC),name: kml_131<br>description: <br> Attributes<br>  FID  130 <br>  Auto_Opene  0 <br>  Floor  02 <br>  BldName  (ARC) <br>FID: 130<br>Auto_Opene: 0<br>Floor: 02,30.291974,-97.736295,0,(ARC),130,02,,kml_131
(E15),name: kml_132<br>description: <br> Attributes<br>  FID  131 <br>  Auto_Opene  0 <br>  Floor  01 <br>  BldName  (E15) <br>FID: 131<br>Auto_Opene: 0<br>Floor: 01,30.280911,-97.7328,0,(E15),131,01,,kml_132
(ARC),name: kml_133<br>description: <br> Attributes<br>  FID  132 <br>  Auto_Opene  0 <br>  Floor  00 <br>  BldName  (ARC) <br>FID: 132<br>Auto_Opene: 0<br>Floor: 00,30.291471,-97.735712,0,(ARC),132,00,,kml_133
(CPE) CHEMICAL AND PETROLEUM ENGINEERING,name: kml_134<br>description: <br> Attributes<br>  FID  133 <br>  Auto_Opene  0 <br>  Floor  02 <br>  BldName  (CPE) CHEMICAL AND PETROLEUM ENGINEERING <br>FID: 133<br>Auto_Opene: 0<br>Floor: 02,30.290056,-97.736472,0,(CPE) CHEMICAL AND PETROLEUM ENGINEERING,133,02,,kml_134
(CPE) CHEMICAL AND PETROLEUM ENGINEERING,name: kml_135<br>description: <br> Attributes<br>  FID  134 <br>  Auto_Opene  1 <br>  Floor  02 <br>  BldName  (CPE) CHEMICAL AND PETROLEUM ENGINEERING <br>FID: 134<br>Auto_Opene: 1<br>Floor: 02,30.290107,-97.736498,1,(CPE) CHEMICAL AND PETROLEUM ENGINEERING,134,02,,kml_135
(CPE) CHEMICAL AND PETROLEUM ENGINEERING,name: kml_136<br>description: <br> Attributes<br>  FID  135 <br>  Auto_Opene  1 <br>  Floor  02 <br>  BldName  (CPE) CHEMICAL AND PETROLEUM ENGINEERING <br>FID: 135<br>Auto_Opene: 1<br>Floor: 02,30.29001,-97.736181,1,(CPE) CHEMICAL AND PETROLEUM ENGINEERING,135,02,,kml_136
(RSC) RECREATIONAL SPORTS CENTER,name: kml_137<br>description: <br> Attributes<br>  FID  136 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (RSC) RECREATIONAL SPORTS CENTER <br>FID: 136<br>Auto_Opene: 1<br>Floor: 01,30.281453,-97.732937,1,(RSC) RECREATIONAL SPORTS CENTER,136,01,,kml_137
(RSC) RECREATIONAL SPORTS CENTER,name: kml_138<br>description: <br> Attributes<br>  FID  137 <br>  Auto_Opene  0 <br>  Floor  01 <br>  BldName  (RSC) RECREATIONAL SPORTS CENTER <br>FID: 137<br>Auto_Opene: 0<br>Floor: 01,30.281398,-97.732954,0,(RSC) RECREATIONAL SPORTS CENTER,137,01,,kml_138
(CPE) CHEMICAL AND PETROLEUM ENGINEERING,name: kml_139<br>description: <br> Attributes<br>  FID  138 <br>  Auto_Opene  0 <br>  Floor  02 <br>  BldName  (CPE) CHEMICAL AND PETROLEUM ENGINEERING <br>FID: 138<br>Auto_Opene: 0<br>Floor: 02,30.290003,-97.735854,0,(CPE) CHEMICAL AND PETROLEUM ENGINEERING,138,02,,kml_139
(CPE) CHEMICAL AND PETROLEUM ENGINEERING,name: kml_140<br>description: <br> Attributes<br>  FID  139 <br>  Auto_Opene  1 <br>  Floor  02 <br>  BldName  (CPE) CHEMICAL AND PETROLEUM ENGINEERING <br>FID: 139<br>Auto_Opene: 1<br>Floor: 02,30.290051,-97.735812,1,(CPE) CHEMICAL AND PETROLEUM ENGINEERING,139,02,,kml_140
(CPE) CHEMICAL AND PETROLEUM ENGINEERING,name: kml_141<br>description: <br> Attributes<br>  FID  140 <br>  Auto_Opene  0 <br>  Floor  02 <br>  BldName  (CPE) CHEMICAL AND PETROLEUM ENGINEERING <br>FID: 140<br>Auto_Opene: 0<br>Floor: 02,30.290328,-97.735777,0,(CPE) CHEMICAL AND PETROLEUM ENGINEERING,140,02,,kml_141
(ETC) ENGINEERING TEACHING CENTER II,name: kml_142<br>description: <br> Attributes<br>  FID  141 <br>  Auto_Opene  0 <br>  Floor  02 <br>  BldName  (ETC) ENGINEERING TEACHING CENTER II <br>FID: 141<br>Auto_Opene: 0<br>Floor: 02,30.289846,-97.735592,0,(ETC) ENGINEERING TEACHING CENTER II,141,02,,kml_142
(CPE) CHEMICAL AND PETROLEUM ENGINEERING,name: kml_143<br>description: <br> Attributes<br>  FID  142 <br>  Auto_Opene  0 <br>  Floor  02 <br>  BldName  (CPE) CHEMICAL AND PETROLEUM ENGINEERING <br>FID: 142<br>Auto_Opene: 0<br>Floor: 02,30.290377,-97.735773,0,(CPE) CHEMICAL AND PETROLEUM ENGINEERING,142,02,,kml_143
(MNC) MONCRIEF-NEUHAUS ATHLETIC CENTER,name: kml_144<br>description: <br> Attributes<br>  FID  143 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (MNC) MONCRIEF-NEUHAUS ATHLETIC CENTER <br>FID: 143<br>Auto_Opene: 1<br>Floor: 01,30.281995,-97.732842,1,(MNC) MONCRIEF-NEUHAUS ATHLETIC CENTER,143,01,,kml_144
(ETC) ENGINEERING TEACHING CENTER II,name: kml_145<br>description: <br> Attributes<br>  FID  144 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (ETC) ENGINEERING TEACHING CENTER II <br>FID: 144<br>Auto_Opene: 1<br>Floor: 01,30.29021,-97.735398,1,(ETC) ENGINEERING TEACHING CENTER II,144,01,,kml_145
(ETC) ENGINEERING TEACHING CENTER II,name: kml_146<br>description: Attributes<br> FID 145 <br> Auto_Opene 0 <br> Floor 01 <br> BldName (ETC) ENGINEERING TEACHING CENTER II <br>FID: 145<br>Auto_Opene: 0<br>Floor: 01,30.289742,-97.7356,0,(ETC) ENGINEERING TEACHING CENTER II,145,01,Attributes,kml_146
(MNC) MONCRIEF-NEUHAUS ATHLETIC CENTER,name: kml_147<br>description: <br> Attributes<br>  FID  146 <br>  Auto_Opene  0 <br>  Floor  02 <br>  BldName  (MNC) MONCRIEF-NEUHAUS ATHLETIC CENTER <br>FID: 146<br>Auto_Opene: 0<br>Floor: 02,30.282477,-97.732197,0,(MNC) MONCRIEF-NEUHAUS ATHLETIC CENTER,146,02,,kml_147
(MEZ) MEZES HALL,name: kml_148<br>description: <br> Attributes<br>  FID  147 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (MEZ) MEZES HALL <br>FID: 147<br>Auto_Opene: 1<br>Floor: 01,30.284322,-97.739122,1,(MEZ) MEZES HALL,147,01,,kml_148
(MEZ) MEZES HALL,name: kml_149<br>description: <br> Attributes<br>  FID  148 <br>  Auto_Opene  0 <br>  Floor  01 <br>  BldName  (MEZ) MEZES HALL <br>FID: 148<br>Auto_Opene: 0<br>Floor: 01,30.284217,-97.738947,0,(MEZ) MEZES HALL,148,01,,kml_149
(MEZ) MEZES HALL,name: kml_150<br>description: <br> Attributes<br>  FID  149 <br>  Auto_Opene  0 <br>  Floor  01 <br>  BldName  (MEZ) MEZES HALL <br>FID: 149<br>Auto_Opene: 0<br>Floor: 01,30.284131,-97.738954,0,(MEZ) MEZES HALL,149,01,,kml_150
(BEN) BENEDICT HALL,name: kml_151<br>description: <br> Attributes<br>  FID  150 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (BEN) BENEDICT HALL <br>FID: 150<br>Auto_Opene: 1<br>Floor: 01,30.283915,-97.739134,1,(BEN) BENEDICT HALL,150,01,,kml_151
(BEN) BENEDICT HALL,name: kml_152<br>description: <br> Attributes<br>  FID  151 <br>  Auto_Opene  1 <br>  Floor  01 <br>  BldName  (BEN) BENEDICT HALL <br>FID: 151<br>Auto_Opene: 1<br>Floor: 01,30.283954,-97.738766,1,(BEN) BENEDICT HALL,151,01,,kml_152
